事件名,严格断言数,全部断言数,受控角色数,省域数,观测起,观测止,状态
草埔围剿,0,1,0,0,,,context_only
整风学习大会,0,4,0,0,,,context_only
抗日民主救国运动,0,3,0,0,,,context_only
边胞支队攻克松桃起义,0,3,1,0,,,strict_backbone
老鸡场战斗,0,2,2,0,,,strict_backbone
农协武装,0,3,0,0,,,context_only
怠工斗争,0,6,3,0,,,strict_backbone
五·二〇惨案,1,14,5,0,,,strict_backbone
中国妇女慰劳自卫抗战将士总会合川分会,2,3,2,0,,,strict_backbone
挺进师行动,0,2,2,0,,,strict_backbone
远安保安队,0,3,0,1,,,context_only
金轮峰大捷,0,1,1,0,,,strict_backbone
衡北暴动,0,11,6,0,,,strict_backbone
竹山坑农民暴动,0,3,0,0,,,context_only
长庆会议,0,3,2,0,,,strict_backbone
王桥子战斗,0,3,0,0,,,context_only
乐安攻城战斗,1,1,1,0,,,strict_backbone
贵阳地区第一届各族各界代表会议,1,1,1,0,,,strict_backbone
内防工作,2,5,3,0,,,strict_backbone
建立进出口货物检查网,0,2,2,0,,,strict_backbone
进步书刊发行,0,3,0,0,,,context_only
谦六改编,0,3,1,0,,,strict_backbone
轮训队第八期,0,3,0,0,,,context_only
东征军政治工作,0,2,2,0,,,strict_backbone
抗日民主统一战线,0,5,3,1,,,strict_backbone
三·一三惨案,0,6,0,0,,,context_only
剑川‘四·二’武装暴动,0,5,2,0,,,strict_backbone
江西叛变,0,3,0,0,,,context_only
粉碎里应外合暴动,0,4,1,0,,,strict_backbone
国民会议促成,2,6,2,0,1924-01-01,1924-12-31,strict_backbone
新四军事件,0,12,0,0,,,context_only
麻城清剿敌匪行动,0,3,3,0,,,strict_backbone
二五减租,7,79,28,1,,,strict_backbone
歼灭黄景芬战斗,0,4,1,0,,,strict_backbone
龙家寨大捷,0,3,3,0,,,strict_backbone
一·二九学生爱国运动,0,5,3,0,,,strict_backbone
《告借粮当道》,0,3,0,0,,,context_only
秋征/冬耕/合作社,0,1,0,0,,,context_only
护矿队,0,8,0,0,,,context_only
萧林战役,0,1,1,0,,,strict_backbone
《我从事革命斗争的略述》,0,1,0,0,,,context_only
剿赤捐,0,2,0,0,,,context_only
攻打于都县城,1,3,3,0,,,strict_backbone
很多寨战斗/龙振文牺牲,0,1,0,0,,,context_only
支前,2,22,6,0,,,strict_backbone
红军二、六军团长征路经宣威,0,1,0,0,,,context_only
农民自卫军组织斗争,0,6,2,1,,,strict_backbone
蚌埠市接管工作,0,4,1,0,,,strict_backbone
群众智慧与灵活斗争,0,2,0,0,,,context_only
潢光山战役,0,2,2,0,,,strict_backbone
清算李四豺狗运动,0,1,0,0,,,context_only
新民主主义工人同盟,1,3,1,0,,,strict_backbone
民改补课,0,2,2,0,,,strict_backbone
登步岛战役,0,1,1,0,,,strict_backbone
钟、熊事件,0,6,1,0,,,strict_backbone
旅社作乐,0,6,3,1,,,strict_backbone
中共中央政治局会议讨论西安事变,0,3,0,0,,,context_only
兴番灭蒋,0,3,0,0,,,context_only
重庆职业青年社,1,2,2,0,,,strict_backbone
斗争恶霸,0,5,2,0,,,strict_backbone
陈毅传达党中央指示/下山整编,0,1,1,0,,,strict_backbone
建立各级政权,0,3,1,1,,,strict_backbone
民族工作,1,10,1,0,,,strict_backbone
驱逐校长刘志远和驱黄周宇学生运动,0,2,2,0,,,strict_backbone
沛铜建政,0,4,0,0,,,context_only
九一八事变纪念活动,0,9,2,0,,,strict_backbone
陈大庄战斗,0,4,2,0,,,strict_backbone
暴动据点,0,2,0,0,,,context_only
解放乔后战斗,0,2,2,0,,,strict_backbone
攻克淮安县城,2,2,2,0,,,strict_backbone
敌后拉锯战,0,1,0,0,,,context_only
弥泸地区地下交通联络站,0,5,0,0,,,context_only
反霸斗争全面推开,0,1,0,0,,,context_only
政治攻势与群众发动,1,3,2,0,,,strict_backbone
御丝社,1,4,1,0,,,strict_backbone
夜行军遭袭牺牲,0,3,0,0,,,context_only
中共县委委员会成立,0,3,0,0,,,context_only
游击战争,9,143,34,4,,,strict_backbone
一二·九学生运动,0,9,3,0,,,strict_backbone
神军奔袭凯里,0,6,1,1,,,strict_backbone
涟水抗盟,0,20,1,1,,,strict_backbone
汉川县反帝外交后援会,1,2,2,0,,,strict_backbone
沙市-解放区交通线,1,5,1,0,,,strict_backbone
峨眉旅外学生寒假返家抗日救亡宣传工作团,0,2,2,0,,,strict_backbone
北伐军攻城,0,2,2,0,,,strict_backbone
解放云南斗争,0,6,0,1,,,context_only
绣制五星红旗,2,5,2,0,,,strict_backbone
南昌县解放,0,5,2,0,,,strict_backbone
沧白堂事件,0,9,0,0,,,context_only
联升寨战役,1,4,4,0,,,strict_backbone
发动群众,1,37,4,0,,,strict_backbone
邓大游击,0,3,0,0,,,context_only
抗日自卫队,1,9,7,0,,,strict_backbone
第3届全国农民运动会,0,1,1,1,,,strict_backbone
以则河伏击战,0,4,1,0,,,strict_backbone
侦察平利县城敌军部署,0,4,2,0,,,strict_backbone
湖北省竹化县战斗,2,7,5,3,,,strict_backbone
上海革命运动,0,5,2,1,1920-01-01,1920-12-31,strict_backbone
贵州省第一届党代会,0,2,0,0,,,context_only
红四军入川行动,0,3,0,1,,,context_only
江苏/浙江/上海地区游行示威,0,1,0,0,,,context_only
人民解放军对欧亚的追捕行动,0,3,0,0,,,context_only
雨暴战役,0,2,2,0,,,strict_backbone
颍县县担架队支前,0,1,1,0,,,strict_backbone
解放区战斗胜利,0,4,4,0,,,strict_backbone
人民代表大会制度建立,0,6,3,0,,,strict_backbone
歌咏团,0,8,1,0,,,strict_backbone
攻克亳州战役,0,5,2,0,,,strict_backbone
掘港战役,0,3,1,1,,,strict_backbone
富农路线批判,0,3,1,0,,,strict_backbone
鄂西地区的革命斗争,2,2,2,0,,,strict_backbone
平(江)浏(阳)起义,0,3,0,0,,,context_only
建社宣传,0,3,1,0,,,strict_backbone
苏南区行署,0,4,0,0,,,context_only
西宁场暴动,0,7,4,0,,,strict_backbone
衡阳电信局保卫战,0,5,2,0,,,strict_backbone
平江起油案,2,4,4,0,,,strict_backbone
白果树乡农民运动,0,1,1,0,,,strict_backbone
谈判结束/日军巡逻应对,0,1,0,0,,,context_only
派代表赴南昌联络,0,3,0,0,,,context_only
农民同乐会,0,1,0,0,,,context_only
留守斗争/国共谈判破裂,0,0,0,0,,,isolated
农会紧急会议,0,3,0,0,,,context_only
沅陵县学生联合会,0,2,0,0,,,context_only
‘夏令营’反动头目,0,3,0,0,,,context_only
后坪与招头寨战斗,0,3,1,0,,,strict_backbone
旧州保卫战部署与激战,0,4,1,0,,,strict_backbone
上海商务印书馆工人罢工,0,6,0,0,,,context_only
反蒋统斗争,0,1,1,0,,,strict_backbone
富农路线斗争,0,3,3,1,,,strict_backbone
龙塘乡农民协会成立,0,3,2,0,,,strict_backbone
湘东苏维埃警卫队,0,2,2,0,,,strict_backbone
反伪政权斗争,0,3,1,0,,,strict_backbone
党的战斗力,0,1,0,0,,,context_only
沙河游击小组,0,4,0,0,,,context_only
江南抗日根据地斗争,0,2,2,0,1939-01-01,1945-12-31,strict_backbone
寒衣募捐运动,0,5,3,0,,,strict_backbone
隐蔽斗争,0,15,1,0,,,strict_backbone
弥勒县城攻防战,1,1,1,0,,,strict_backbone
长征行踪记录,0,4,1,0,,,strict_backbone
雷公山合围胜利总结,0,3,0,0,,,context_only
解散非法'国大',0,5,1,0,,,strict_backbone
散发传单行动,0,1,0,0,,,context_only
酃县攻城,0,3,0,0,,,context_only
抄家分田运动,0,4,4,0,1920-01-01,1920-12-31,strict_backbone
区苏维埃,0,7,1,0,,,strict_backbone
河西四街至尖山战斗,0,1,0,0,,,context_only
武大安全互助团,0,3,0,0,,,context_only
密电码截获行动,0,3,2,0,,,strict_backbone
肃清反革命大会,0,3,1,0,,,strict_backbone
镇压反革命斗争,0,6,6,1,,,strict_backbone
独立四十六旅,1,7,1,0,,,strict_backbone
严惩叛国汉奸条例,0,3,0,0,,,context_only
定海战役,0,1,0,0,,,context_only
游击战争方针,0,2,0,0,,,context_only
富罗联防大队起义,3,8,5,0,,,strict_backbone
全面反击/攻克据点,0,1,0,0,,,context_only
泗宵笼战斗,0,5,1,1,,,strict_backbone
手工业者代表会议,0,1,0,0,,,context_only
长征时期,0,8,0,0,,,context_only
淮南矿区工作,0,5,2,1,,,strict_backbone
农民夜校运动,3,6,6,0,,,strict_backbone
武装反围剿斗争,0,3,0,0,,,context_only
苏北/华中解放区,0,1,0,0,,,context_only
农运工作,3,17,9,2,,,strict_backbone
沅江服务团,0,3,0,0,,,context_only
左联解散事件,0,5,2,0,,,strict_backbone
湖北秋收暴动经过,1,2,2,3,1927-01-01,1927-12-31,strict_backbone
《政治周报》,0,3,1,0,,,strict_backbone
灌云斗争,0,5,5,0,,,strict_backbone
战斗撤退,0,1,1,0,,,strict_backbone
战略转移,5,38,11,0,,,strict_backbone
青年行军竞赛,0,3,1,0,,,strict_backbone
三区剿匪行动,0,1,0,0,,,context_only
罗塘村背村会议,0,1,0,0,,,context_only
马德胜牺牲,0,3,0,0,,,context_only
加强城防工事,0,3,1,1,,,strict_backbone
渡江喜讯,0,3,0,0,,,context_only
全国解放形势,0,1,0,0,,,context_only
迎军工作,2,8,2,0,,,strict_backbone
靖东北省第一次工农兵代表大会,0,2,1,0,,,strict_backbone
开展兵运工作,0,3,0,0,,,context_only
向土豪借粮借款,2,4,3,0,,,strict_backbone
西凉乡解围,0,2,2,0,,,strict_backbone
反共应变会议,0,1,0,0,,,context_only
迎接武汉解放斗争,0,3,0,0,,,context_only
政协协议,0,6,0,0,,,context_only
接管医院/药房/财政银行,0,1,0,0,,,context_only
第五次反‘围剿’失利,0,3,0,0,,,context_only
乌蒙转战,0,9,5,0,,,strict_backbone
新民协进会,0,5,0,0,,,context_only
农协成立大会,0,1,0,0,,,context_only
情报战,0,2,1,0,,,strict_backbone
南昌解放,8,84,50,1,1949-05-01,1949-05-31,strict_backbone
邵阳抗日青年救国大队,0,6,1,1,,,strict_backbone
水池拖曳试验,0,3,2,0,,,strict_backbone
武器调查,0,3,0,0,,,context_only
四总庙战斗,0,1,0,0,,,context_only
建立地下武装,0,2,2,0,,,strict_backbone
群众举报围捕,0,2,0,0,,,context_only
整军斗争,0,3,0,0,,,context_only
盐阜区苏维埃,0,2,0,0,,,context_only
土改宣传发动,0,3,1,0,,,strict_backbone
袭击伪警察分所,0,3,2,0,,,strict_backbone
追认烈士,0,7,0,0,,,context_only
耙齿凌战斗,0,3,0,0,,,context_only
政治罢工和武装起义,2,2,2,0,1930-06-01,1930-06-30,strict_backbone
武汉歌咏界联合干部训练班,0,3,1,0,,,strict_backbone
和记工厂工人罢工,0,3,0,0,,,context_only
直港任务,0,1,0,0,,,context_only
武汉大屠杀,0,2,2,0,,,strict_backbone
会议地址,0,1,0,0,,,context_only
织(金)纳(雍)水(城)战役,0,2,2,0,,,strict_backbone
黄安起义,0,7,5,1,,,strict_backbone
设立临时粮库与毛儿盖粮委筹粮,0,2,2,0,,,strict_backbone
接管旧政权运动,0,2,2,0,,,strict_backbone
滩帮公会,0,1,0,0,,,context_only
戏剧协社,0,1,0,0,,,context_only
如泰江五月农民暴动,1,5,3,0,,,strict_backbone
征兵任务,0,2,0,0,,,context_only
苏区军民支援先遣队,0,3,1,0,,,strict_backbone
讲授时事课/宣传《论持久战》/转移,0,1,0,0,,,context_only
炭河暴动,0,2,2,0,,,strict_backbone
营救被捕七同学行动,0,3,2,0,,,strict_backbone
组织调整偏差,0,2,0,0,,,context_only
圭、西山起义,0,3,1,0,,,strict_backbone
苏维埃活动与群众动员,0,3,2,0,,,strict_backbone
建立民先队,0,5,3,0,,,strict_backbone
处理党籍问题,0,2,0,0,,,context_only
进攻汉口,0,6,0,0,,,context_only
土改政策执行,0,3,1,1,,,strict_backbone
水口山矿工农武装起义,0,2,2,0,,,strict_backbone
内地水电站建设,1,1,1,0,,,strict_backbone
农民自卫军成立,0,3,2,0,,,strict_backbone
退却开始时机选择,0,3,0,0,,,context_only
南京市第一次代表大会,0,2,2,0,,,strict_backbone
‘猪儿会’、‘孝友会’,0,0,0,0,,,isolated
少数民族土改工作方法,0,3,0,1,,,context_only
联升民心战斗,0,1,0,0,,,context_only
扩大地方武装,0,1,1,0,,,strict_backbone
鸿鹄三省会议,0,5,2,0,,,strict_backbone
剿匪肃特,0,15,6,0,,,strict_backbone
反革命特务组织斗争,0,2,2,0,,,strict_backbone
炉山、旁海解放,0,0,0,0,,,isolated
重庆解放后建设时期,0,2,1,0,,,strict_backbone
长期隐蔽斗争,0,3,0,0,,,context_only
泸西城防大队,0,3,0,0,,,context_only
雄山战斗,0,1,0,0,,,context_only
屠帮大会,0,5,1,1,,,strict_backbone
湘潭农民运动,0,4,4,0,,,strict_backbone
工人阶级联席会议,0,1,1,0,,,strict_backbone
华蓥山地区清算运动,0,3,0,0,,,context_only
接管厦门与因公殉职,0,3,0,0,,,context_only
收复如皋城(围困与动员),0,4,2,1,,,strict_backbone
抗日统一战线,0,9,3,1,,,strict_backbone
罗平乐岩训练班,0,3,0,0,,,context_only
潼南农民武装,0,2,2,0,,,strict_backbone
女生队,0,3,0,0,,,context_only
虎南地区游击战争,0,2,2,0,,,strict_backbone
西进解放贵州,0,4,4,0,,,strict_backbone
敌后游击战争,1,12,7,0,,,strict_backbone
投桂反蒋,0,2,1,0,,,strict_backbone
杨家津战斗,0,1,0,0,,,context_only
上海工人武装暴动,2,7,5,1,1927-01-01,1927-12-31,strict_backbone
肖铜奔袭战,1,2,2,0,,,strict_backbone
解放黔东南地区,0,1,0,0,,,context_only
参加红军/长征,0,1,0,0,,,context_only
民主建政与干部培养,0,3,0,0,,,context_only
夏斗寅起义,0,2,1,0,,,strict_backbone
黄柴畈会议,0,5,4,0,,,strict_backbone
《合作周刊》,0,12,0,0,,,context_only
三湾改编,5,41,25,1,1927-01-01,1927-12-31,strict_backbone
夏家山事件,1,9,6,0,,,strict_backbone
滇桂黔三省会剿,0,1,0,0,,,context_only
皋南战斗,1,7,5,0,,,strict_backbone
搬搬运动,0,5,3,0,,,strict_backbone
支前后勤总结,0,2,1,0,,,strict_backbone
苏南抗日根据地开辟,0,2,2,0,,,strict_backbone
抗日救亡义勇军,0,2,0,0,,,context_only
红五月活动,0,6,1,0,,,strict_backbone
春耕生产/抗旱/土改,0,0,0,0,,,isolated
动员参军运动,0,4,4,1,,,strict_backbone
潮汕七日红,0,3,3,0,,,strict_backbone
武装公安司法工作,0,1,0,0,,,context_only
平武山防队起义,5,11,7,1,1949-01-01,1949-12-31,strict_backbone
红九军围猎场之战,0,2,0,0,,,context_only
公共房地产接管代管工作,0,1,0,0,,,context_only
春节联欢会,0,6,2,0,,,strict_backbone
秘密武装组织,0,2,0,0,,,context_only
募捐运动,0,1,0,0,,,context_only
新生主义青年社,0,1,0,0,,,context_only
创办《贵州青年》,0,3,2,0,,,strict_backbone
赣东北党史资料丛书,0,4,0,0,,,context_only
江西全省总暴动计划,0,3,0,0,,,context_only
达达商号,0,1,1,0,,,strict_backbone
区乡干部名单续,0,1,0,0,,,context_only
马克思主义传播运动,0,3,1,0,,,strict_backbone
阅读进步书刊,1,2,2,0,,,strict_backbone
皖西妇抗组织,0,3,0,1,,,context_only
机枪夺取行动,0,2,2,0,,,strict_backbone
活捉匪队长胡庆贵,0,5,3,0,,,strict_backbone
东安苗竹山遭遇战,0,2,0,0,,,context_only
四大金刚,0,3,0,0,,,context_only
孙集乡民兵基干队,0,1,0,0,,,context_only
乌龟山战斗,0,7,4,0,,,strict_backbone
反顽战斗,0,8,6,1,,,strict_backbone
毛泽东同志讲话,0,3,0,0,,,context_only
头步桥战斗,0,3,1,0,,,strict_backbone
沅陵驻军事件,1,5,3,0,,,strict_backbone
查禁仇货运动,0,2,2,0,,,strict_backbone
北京学生南下示威运动,0,2,1,0,,,strict_backbone
赣东北肃反,0,3,1,0,,,strict_backbone
中共六届二中全会,0,6,1,1,1929-06-01,1929-06-30,strict_backbone
文协,0,3,0,0,,,context_only
房县解放战斗,0,5,4,1,1931-01-01,1931-12-31,strict_backbone
纳雍股匪姜洪开部,0,3,0,0,,,context_only
清剿曾西胡子行动,0,3,3,1,,,strict_backbone
国民党中央军,1,9,1,0,,,strict_backbone
中国职业青年社,0,3,0,0,,,context_only
反帝国主义运动,1,4,2,0,,,strict_backbone
华中解放区,0,7,2,0,,,strict_backbone
党团关系建设,0,3,1,1,,,strict_backbone
扩红运动与物资筹备,0,3,1,0,,,strict_backbone
南京反美反蒋斗争,0,2,2,0,,,strict_backbone
织金鸡场遭遇战,0,1,0,0,,,context_only
加入共青团,0,1,0,0,,,context_only
策动新堤起义,0,2,2,0,,,strict_backbone
围追堵截,1,3,1,0,,,strict_backbone
二打石鼓,0,2,2,0,,,strict_backbone
铲除伪乡政权,0,2,2,0,,,strict_backbone
多区政权接管与建政,0,4,1,1,,,strict_backbone
扩红工作/湘南暴动,0,0,0,0,,,isolated
赵世炎就义,0,2,0,0,,,context_only
抗租抗债运动,0,8,4,0,,,strict_backbone
国左组织,0,3,0,0,,,context_only
传唱南下进行曲,0,3,0,0,,,context_only
抵制日货爱国活动,0,3,2,0,,,strict_backbone
潼南解放,0,2,2,0,,,strict_backbone
学生自治会竞选运动,0,1,1,0,,,strict_backbone
建立全国苏维埃政权,0,5,5,0,,,strict_backbone
合川党组织破坏事件,0,4,4,0,1930-01-01,1930-12-31,strict_backbone
红四军转战湘鄂边,1,6,1,2,,,strict_backbone
河口大捷,1,6,6,0,,,strict_backbone
一二五决定,0,3,0,0,,,context_only
清乡行动,0,3,0,0,,,context_only
江溧句边区抗日自卫大队,0,5,4,0,,,strict_backbone
蒲家山阻击战,0,7,0,1,,,context_only
剪发放足运动,0,2,2,0,,,strict_backbone
鄂豫皖三年游击战争,3,35,16,2,,,strict_backbone
妇女抗日救亡运动,0,3,1,1,,,strict_backbone
克混地区武装割据,0,2,2,0,,,strict_backbone
敖溪地区剿匪斗争,2,4,4,0,,,strict_backbone
伏龙起义,8,25,14,1,,,strict_backbone
参军支前,0,6,0,0,,,context_only
镇压反动分子与检查工作,0,3,1,0,,,strict_backbone
浙赣线战斗,0,3,3,0,,,strict_backbone
AB团肃反运动,0,4,4,1,1930-01-01,1931-12-31,strict_backbone
新四军政治工作会议,0,3,0,1,,,context_only
郎广区开辟战斗,0,5,5,0,,,strict_backbone
组织区中队武装,0,1,1,0,,,strict_backbone
攻打富民县城,0,2,1,0,,,strict_backbone
革命诗词赏析,0,1,0,0,,,context_only
湘鄂西斗争,0,3,0,0,,,context_only
汤池会议,0,3,0,0,,,context_only
监狱斗争,0,9,2,0,,,strict_backbone
川陕甘计划,0,3,0,0,,,context_only
农民自卫军筹备,0,1,0,0,,,context_only
龙华事件,1,9,9,0,,,strict_backbone
三都解放,0,6,0,0,,,context_only
经济制度确立,0,1,0,0,,,context_only
贵州省府逮捕事件,0,2,2,0,,,strict_backbone
主持暴动区域,0,1,0,0,,,context_only
武昌合作训练班,0,3,0,0,,,context_only
淮阴小组,0,4,0,0,,,context_only
交通站房屋布局,0,1,0,0,,,context_only
学生抗日救亡与护校斗争,0,2,2,0,,,strict_backbone
穿越封锁线,0,2,1,0,,,strict_backbone
机动灵活作战,0,3,0,0,,,context_only
工人纠察队组织,0,3,1,1,,,strict_backbone
长江炮战事件,0,4,0,0,,,context_only
武装自卫队,0,3,2,0,,,strict_backbone
二二运动,0,2,2,0,,,strict_backbone
《现实》壁报,0,2,0,0,,,context_only
长征抢渡沅水,0,3,0,0,,,context_only
新×军×团,0,3,0,0,,,context_only
望直港围点打援战斗,0,5,3,0,,,strict_backbone
安仁县赤卫大队,0,3,0,0,,,context_only
农民游击团武装斗争,0,1,0,0,,,context_only
宗溪战斗,0,1,0,0,,,context_only
江淮战役,0,3,1,1,,,strict_backbone
商城县门坎山战斗,0,2,2,0,,,strict_backbone
攻打车里县城,0,2,2,0,,,strict_backbone
国民党溃逃与土匪猖獗,0,11,3,0,,,strict_backbone
洞口事件,0,2,2,0,,,strict_backbone
抗日救亡训练班,0,10,8,0,,,strict_backbone
抗租、抗税、抗粮、抗捐,0,0,0,0,,,isolated
军阀战争骚扰,0,1,0,0,,,context_only
云南人民游击武装起义,0,3,0,0,,,context_only
民族政策实践,0,5,1,1,,,strict_backbone
皖北特委召开扩大会议,0,2,0,0,1928-02-01,1928-02-29,context_only
追悼大会与镇压反革命,0,2,0,0,,,context_only
思南学生运动,0,2,2,0,,,strict_backbone
懋功会师,1,40,17,1,,,strict_backbone
第二条战线,1,4,1,0,,,strict_backbone
诗社成立大会,0,2,1,0,,,strict_backbone
战斗情况,0,1,0,0,,,context_only
温州群众斗争,0,3,0,0,,,context_only
中央二次全体会议,0,1,0,0,,,context_only
募乃战斗,0,8,2,0,,,strict_backbone
武汉解放前后,0,1,0,0,,,context_only
湘赣省第二次苏维埃代表大会,3,6,6,0,,,strict_backbone
收降敌军,0,3,0,0,,,context_only
渡河战斗,0,20,9,1,,,strict_backbone
湘鄂赣省苏维埃代表大会,0,4,0,0,,,context_only
标语覆盖行动,0,1,0,0,,,context_only
广安武装起义,0,2,0,0,,,context_only
应变措施,0,1,0,0,,,context_only
碧江谈判,0,8,2,0,,,strict_backbone
菖蒲塘农民起义,0,2,2,0,,,strict_backbone
解放滇中斗争,0,1,1,0,,,strict_backbone
散发单、贴标语等宣传方式,0,1,1,0,,,strict_backbone
九分区成立,0,4,1,0,,,strict_backbone
文家场农民暴动,0,3,0,0,,,context_only
政权问题,0,3,0,0,,,context_only
军事政治剿匪斗争,0,1,0,0,,,context_only
凤凰桥战斗,0,3,2,0,,,strict_backbone
万崇事件,0,5,1,0,,,strict_backbone
筹粮活动,0,3,1,0,,,strict_backbone
宣威护乡团,3,24,11,0,,,strict_backbone
三大战役胜利,0,3,0,0,,,context_only
宣风桥炸桥事件,0,6,1,0,,,strict_backbone
苏维埃教育,0,2,2,0,,,strict_backbone
区乡干部名单,0,1,0,0,,,context_only
制定剿匪计划,0,4,1,1,,,strict_backbone
镇反工作,0,10,1,0,,,strict_backbone
新潮学友社,0,1,1,0,,,strict_backbone
亚细亚火油公司罢工,0,1,0,0,,,context_only
旧州剿匪行动,0,4,0,0,,,context_only
湘西土匪,0,3,1,0,,,strict_backbone
中共邓川县工委成立,0,2,0,0,,,context_only
江苏省干部训练班,1,3,1,1,,,strict_backbone
赣南坚持斗争,1,4,3,0,,,strict_backbone
五一·一国际劳动节反内战集会,0,2,2,0,,,strict_backbone
南京妇女代表大会,0,3,0,0,,,context_only
黄麻起义总指挥,0,1,0,0,,,context_only
争取还乡费斗争,0,3,1,0,,,strict_backbone
京汉铁路总工会成立大会,0,21,0,1,,,context_only
转战云贵,0,2,0,0,,,context_only
弋(阳)、横(峰)大暴动,0,0,0,0,,,isolated
卫岗处女战,0,3,3,0,,,strict_backbone
反饥饿、争民主、争取和平解放云南斗争,0,2,2,0,,,strict_backbone
长沙进攻战役,0,1,1,0,,,strict_backbone
分给无田地和缺田地的农民,0,2,0,0,,,context_only
昭通学潮,0,12,2,0,,,strict_backbone
攻打毕节县城计划,0,3,0,0,,,context_only
战场抢救伤员,0,4,3,0,,,strict_backbone
武装统一指挥,0,3,1,0,,,strict_backbone
仓山火焰山阻击战,0,1,0,0,,,context_only
红二、六军团北上行动,0,1,0,0,,,context_only
沪西共舞台事件,0,2,2,0,,,strict_backbone
反蒋抗美斗争,0,5,0,0,,,context_only
消音社,0,3,1,0,,,strict_backbone
长岭会议,5,21,13,0,1949-03-01,1949-03-31,strict_backbone
边区政府成立,0,3,0,0,,,context_only
注滋口战役,0,3,3,0,,,strict_backbone
中央红军与滇桂黔边区纵队战斗,0,3,0,0,,,context_only
塾塘乡农民运动,0,5,0,0,,,context_only
农村游击战争,0,4,2,0,,,strict_backbone
火攻碉楼,0,6,3,1,,,strict_backbone
扑城战斗,0,2,0,0,,,context_only
减少脱产干部,0,3,0,0,,,context_only
抢渡/战斗,0,2,0,0,,,context_only
黎川县自卫队起义,0,3,0,0,,,context_only
镇江解放,0,8,5,1,,,strict_backbone
民兵工厂,0,2,1,0,,,strict_backbone
党史征编工作,0,3,0,0,,,context_only
恢复教育事业,0,1,1,0,,,strict_backbone
民族调查组掩护包围捉拿,0,2,0,0,,,context_only
汉口-河东交通线,0,3,0,0,,,context_only
抗日反蒋怒潮,0,5,2,0,,,strict_backbone
三柳潜战斗,0,2,2,0,,,strict_backbone
山子头反击战,0,3,3,0,,,strict_backbone
党的第五次全国代表大会,0,2,1,0,,,strict_backbone
整风运动,7,88,38,4,,,strict_backbone
神兵斗争,0,3,2,0,,,strict_backbone
国共合作抗日,0,9,2,0,,,strict_backbone
杨胜武等匪首落网及枪决,0,4,1,1,,,strict_backbone
茂芝军事会议,1,2,2,0,,,strict_backbone
王成才事件,0,5,0,1,,,context_only
南京路游行,0,1,0,0,,,context_only
苏中全境解放,0,1,0,0,,,context_only
没收财产执行细则与镇压反动,0,2,0,0,,,context_only
国民党安徽省第一次全省代表大会,0,1,0,0,,,context_only
矿工训练,0,2,0,0,,,context_only
武昌震寰纱厂事件,3,5,5,0,,,strict_backbone
芦沟村截击战,0,2,2,0,,,strict_backbone
石柱县大队,1,6,3,0,,,strict_backbone
中国青年阵地社,0,2,2,0,,,strict_backbone
公教人员调查待遇请愿团,0,5,0,0,,,context_only
'中秋起义',0,2,2,0,,,strict_backbone
反战工作,0,2,0,0,,,context_only
党团员训练班,0,3,0,0,,,context_only
旧城反将武装暴动,0,3,0,0,,,context_only
庆祝大会,0,5,3,0,,,strict_backbone
纪念五四青年节活动,0,5,3,0,,,strict_backbone
江西工农运动,0,5,1,0,,,strict_backbone
中共八七会议,1,14,6,0,,,strict_backbone
募乃战役,0,12,6,0,,,strict_backbone
黔北武装起义,0,2,0,0,,,context_only
解放时间表,0,2,2,0,,,strict_backbone
湘西剿匪行动,0,5,3,0,,,strict_backbone
陈陈推进进攻,0,2,0,0,,,context_only
活命拍卖会,1,6,6,0,,,strict_backbone
妙道山战斗,0,6,1,0,,,strict_backbone
麻城惨案,0,1,0,0,,,context_only
宜章暴动,0,12,4,0,,,strict_backbone
军训干校,0,6,0,0,,,context_only
华荣庄之战,0,2,2,0,,,strict_backbone
双堆集战斗,1,8,3,0,,,strict_backbone
经协南京分会,1,8,4,0,,,strict_backbone
打坝抗伪,1,2,2,0,,,strict_backbone
四行仓库保卫战,0,11,4,1,,,strict_backbone
皖南民运工作,2,5,3,1,,,strict_backbone
五二〇运动,1,25,13,1,1947-01-01,1947-12-31,strict_backbone
三纵,0,4,1,0,,,strict_backbone
溧阳县抗日斗争,0,3,0,0,,,context_only
方剑秋,0,3,0,0,,,context_only
礼北战役,0,5,2,0,,,strict_backbone
平民工厂,0,6,1,0,,,strict_backbone
第三次大罢工,1,2,2,0,,,strict_backbone
发动农民斗争,1,1,1,0,,,strict_backbone
战时教育师资讲习会,1,5,2,1,,,strict_backbone
渭沱工作,0,4,4,0,,,strict_backbone
潼南书店斗争,0,3,1,0,,,strict_backbone
沿运河南下,0,1,0,0,,,context_only
树人小学据点,0,3,0,0,,,context_only
南昌政变,0,3,1,0,,,strict_backbone
兵暴,0,6,2,0,,,strict_backbone
六·一逮捕事件,0,5,0,0,,,context_only
四一二反革命政变,0,1,0,0,,,context_only
川鄂边区游击斗争,0,2,2,0,,,strict_backbone
特工团,0,12,1,0,,,strict_backbone
构筑阻击线献门板,0,2,0,0,,,context_only
抗日龙船会,0,10,2,0,,,strict_backbone
密电码收集,0,2,2,0,,,strict_backbone
遂宁-蓬溪武装暴动,0,2,2,0,,,strict_backbone
五项指示,0,2,0,0,,,context_only
五反运动开展,0,3,2,1,,,strict_backbone
杨林市保卫战,0,2,1,0,,,strict_backbone
