主体ID,主体名,主体类型,谓词,客体ID,客体名,客体类型,省份,时间
IENT-c74f268280a28744f42ba7a8,威宁游击团,Organization,active_at,IENT-905a95075c1f143901b8b784,威宁县,Place,,
IENT-ddabf7269ba3525af1f80367,阮啸仙,Person,member_of,IENT-ba2304f4f6005afe3077de37,广东省委,Organization,,
IENT-25064358e85b6ab5292f5a3a,青年工作会议,Event,occurred_at,IENT-94c9078858327dbe2dd0ba22,蚌埠市,Place,,
IENT-9cfa5ee577584d7e39fcfe1c,郑德熙,Person,guided,IENT-967b5bdb6fdcdb46c62d0594,镇远史料编纂,Event,,
IENT-1cec6b8cddff8143bb116369,罢工斗争,Event,occurred_at,IENT-a2f692677c8d1acae7aca7ee,个旧矿山,Place,,
IENT-e9c1e90300b0b5c03721d6a8,16军侦察营,Organization,supported,IENT-994a95b18608e730dd3ed574,清镇暗流战斗,Event,,
IENT-05b6ec5f9019e189f6165609,中共罗盘地委,Organization,led,IENT-44d0cc6a1df1e7fdfbd8e06e,捧鲜游击队大队,Event,,
IENT-83d7740a23eee76cbbd51f9b,川军,Organization,fought_at,IENT-be7c2190470044dff9087c3d,千佛山,Place,,
IENT-eb5e394ecbddaa1abc698343,李志海,Person,fought_at,IENT-9d4300a0aa029d5fa41fc7d6,铁炉沟,Place,,
IENT-fbb4eb859c5c7a6e3e911c53,苏进程,Person,responsible_for,IENT-afd476cf7b3b9cdcc2b69f6a,溧水县接管工作,Event,,
IENT-3dff24bd9aace10bf5aa8cfa,钟有根,Person,fought_at,IENTREPAIR-70b3abe080a79e1bb24dd10b,峡江,AdministrativeRegion,,
IENT-303250d07309e18a5fe83428,陈望道,Person,participated_in,IENT-7adaf73a69a99b6aeb553ef7,护校运动,Event,,
IENT-a9219d77a3dee26a68ee63e2,赵英,Person,active_at,IENT-f790600065422c4f0fe4d695,石洞,Place,,
IENT-8c55de61e651e80937c18e79,罗登贤,Person,participated_in,IENT-cdd17f5ba43f9a74a51bd00a,六届二中全会,Event,上海市,
IENT-ebe25beeccb8b7424f7e8078,六军团,Organization,active_at,IENT-343f6926fd887a9ec5445bcf,彝良县奎香,Place,,
IENT-72f06f643b818f813048a0aa,李烈钧,Person,organized,IENT-cbf8371d533fa30da54f1f6c,赣东省政府,Organization,,
IENT-dcfb80092b748f5e7a4b7d6c,杜孝初,Person,held_position_in,IENT-454229e11ccc850d7941f587,中共仁华特支,Organization,,
IENT-c207be730baec86599a461e1,王平章,Person,active_at,IENT-8ee96cc91bc631586d81ab13,黄冈县,Place,,
IENT-1d97d5296e4ed9c5d28abb8e,周恩来,Person,led,IENT-1fdbeb6f281d44e6b8608069,上海工人第三次武装起义,Event,,
IENT-2c64c38ac66f68538b01eda6,杨闇公,Person,participated_in,IENT-b864045cc993951f8ec8aff9,国民党四川省第一次代表大会,Event,,
IENT-b63b397c8a1c36e6b84bb4c0,姚有才,Person,active_at,IENT-f1e5bc8bdf0bab3ce6410c5e,山茶,Place,,
IENTREPAIR-1e5fe123dbb7466f652407d6,镇压武装暴乱,Event,occurred_at,IENT-4adc0f07f8debbbcc9ffa63b,芷江县,Place,,
IENT-a090c19ad60b34d0cf1b87cd,钱秋育,Person,active_at,IENT-bb19bf887cb0792a7fa5fbf0,祁门,Place,,
IENT-3fd9b6b753dacd490367ae3e,霍人芬,Person,died_at,IENT-59ef4947169d4d1a276e7612,会昌县,Place,,
IENT-dcca1220900542e88cc32a1c,马叙伦,Person,participated_in,IENT-ab40660d7d2530939092dd5b,中国人民政治协商会议筹备会议,Event,,
IENT-1b13fc73fd115f08276a69b7,叶挺独立团,Organization,captured,IENT-b321309b660ca8d3090296a6,汀泗桥,Place,湖北省,1924-01-01
IENT-a9bfcba270c3e8ec129e1fa0,成铁侠,Person,active_at,IENT-528a0b30dfcc80e0f3c3e438,长沙醴陵观音冲,Place,,
IENT-59aaa1abb54e2d4cf78d8a7d,柴水香,Person,participated_in,IENT-32512664d0fa0172ef8c55e9,八一南昌起义,Event,,1927-08-01
IENT-b2b9e46f116fef81f419ea0a,黄华清,Person,active_at,IENT-ec73ed227d42b918288f434e,两路口,Place,,
IENT-873484c06476877d8e970e8f,省委,Organization,led,IENT-5b4275ae6a889aca8d552077,丰都县委,Organization,,
IENT-96c8b17afeadbaaa86650f5d,丁超五,Person,met_with,IENT-db5807289ea08787d3d35c6e,王若飞,Person,,
IENT-4ed5697b92fb30e2659e4fb7,红三军,Organization,liberated,IENT-4a397f66e943634538ee4e41,黔东革命根据地,Place,,
IENT-714d6ed6442bbb2bdcfc7fb6,李维,Person,active_at,IENT-55a3b303af5869ed797b85a5,三台,Place,,
IENT-79d91a54b3f4895180ed70e1,翻船事件,Event,influenced,IENT-274b02c2c52dbd8bd2d1a138,陈昌德,Person,,
IENT-9058eb4e2e1eaa97713fdab6,严忠良,Person,active_at,IENT-7564838c1b4f2781e150f698,遂安上坊乡,Place,,
IENT-8bcb463cba7505bb0d5e2ab6,方志敏,Person,active_at,IENT-22104094c8a8310817cb884a,万年苏区,Place,,
ITOPIC-c9a83ad2eb513095d5369e98,刘伯承精神,Spirit,has_value_facet,ITOPIC-f9db6f94711bbbc64e3f2806,忠诚于党,ValueFacet,,
IENT-50eb4befb15274dd512ae0a5,李光弟,Person,active_at,IENT-3c2c482369f4d4f8eeee9a2d,马龙县,Place,,
IENT-bc0113c2ccc105566a7810ba,黄肇纪,Person,supported,IENT-b51f6b8adddeb8b1b3b4d068,合川学生课余抗敌宣传团,Event,,
IENT-8915e3246eb59f578c1546ae,姜梦周,Person,held_position_in,IENT-2214505bf51891989205b1bf,湘江学校,Institution,,
IENT-7f27f2b044dc1d15a9d0e732,万玉华,Person,active_at,IENT-5b09da1c0a2ad2b3b1d87bc2,太湖县,Place,,
IENT-2014bfc71cd6ff9fe7866482,苏世沛,Person,participated_in,IENT-320648eeab15fa444d796f86,籍田武装暴动,Event,四川省,
IENT-1ae245c99323711725c0cdb3,南京市委,Organization,organized,IENT-d1c79fa79da82e2d6f75c71f,溧阳特别支部,Organization,,
IENT-9c635c09c6401bd007786a84,周志远,Person,died_at,IENT-a818cc09b8cbca6298986476,溧水地区,Place,,
ITOPIC-7417a07446fde30e6d268ffa,三峡移民精神,Spirit,has_value_facet,ITOPIC-c7dccf6f6581c61dfe4d7dfe,艰苦创业,ValueFacet,,
IENT-8ea1921c7f0fced3ba28012d,张与之,Person,held_position_in,IENT-b0c3db914cdb34902c50d8f3,代理部队首长,Organization,,
IENT-6ec19d6c9ff85b99e06f09ef,闻一多,Person,participated_in,IENT-53474f419dca409a5f12985f,湘黔滇旅行团,Event,,1937-07-07
IENT-5ae40218ccdaca538696d7ec,姜深霖,Person,active_at,IENT-5728ee74dc7688418603de7a,静观,Place,,
ITOPIC-b8cd968fbb94854efe6e221b,慕生忠精神,Spirit,has_value_facet,ITOPIC-3ac0397f9b78d44e44ef3c41,以身许国,ValueFacet,,
IENT-dc95ff19ffd267787a5a3985,反三征运动,Event,occurred_at,IENT-4454d108b9ce36142eb40330,那京,Place,,
IENT-ba8723a468a6d9ee3e3b7b25,舒传贤,Person,participated_in,IENT-8710818eea9a56ab3f46deed,六霍暴动,Event,,
IENT-468d69cfb3cf8239c54cbdb8,川东特委,Organization,appointed,IENT-8a0b70845ed2dac2999ef1aa,尹锡荣,Person,,
IENT-4ef5d7564029e1adfc3ad1d4,苏振华,Person,held_position_in,IENT-ee928b8cb619b6af6024e81f,贵阳市军事管制委员会,Organization,,1949-11-01
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,active_at,IENT-cdd59ce1b8cd45cf8e791753,清水江,Place,,
IENT-6116c7d03b65a10b1467292e,王仪,Person,participated_in,IENT-8e576a17c377b3d960430447,甫贝战斗,Event,云南省,1937-01-01
IENT-cba26d87dd7003de942f6eaf,聂作汗,Person,active_at,IENT-fb402740b621a8c1062081cb,永丰,Place,,
IENT-f3bde3f7cb959cec2b3648e1,施存统,Person,worked_at,IENT-2f4547b62932e2d23cb4dd49,上海大学,Institution,,
IENT-a14d2038586db1f205125ab8,刘伯承,Person,participated_in,IENT-3c4d7ce58ed96cffe11028e4,遵义会议,Event,贵州省,1935-01-01
IENT-b9edef7660c126f9a1ee1bbc,红四军,Organization,fought_at,IENT-34f0f10b3bb97e4bc5e57240,闽西,Place,,
IENT-f45574fec7110905e2620981,程自新,Person,participated_in,IENT-35e01dc8f5c8cc5a8d1f9c86,大风沙学余剧社,Event,,
IENT-a79803e92bd261ad0c7fae0c,吕志先,Person,led,IENT-17a85e8b74521f95a4fef9b4,嘉兴市军事管制委员会成立,Event,浙江省,1949-05-24
IENT-65f980265502391fd127b253,中华苏维埃共和国西北联邦政府,Organization,located_in,IENT-5cd5cb367dd05425871040ee,绥清旧址,CulturalSite,,
IENT-1c5d0552f4a7ccad4fba6848,余泽鸿,Person,active_at,IENT-6e03a51ce42e773b8392b467,大定县,Place,,
IENT-d229c4819270fba2b7e59201,朱德,Person,commanded,IENT-da5344fba19769d10b61dcef,红一方面军,Organization,,
IENT-da9dca1c799250adcdc01975,部队,Organization,created,IENT-ff6719f2ef2e053c48af5162,农民协会,Organization,,
IENT-5f367ca744a93f29000806a6,红军,Organization,organized,IENT-7f14c91d05bc26952b74dd1d,群众大会,Event,,1927-08-01
IENT-a1d541aed76e8df5de5c4412,傅家富,Person,held_position_in,IENT-948268c3e19461f1a6e8864e,油溪口支部,Organization,,
IENT-95f8d92f4039d2f468e668d2,王仲魁,Person,escorted,IENT-d4e0dd0a8c238d91ac9cfebc,杨崇信,Person,,
IENT-ff53ee7f3057ad968006898c,谭醒吾,Person,active_at,IENT-b6860b8c4f01a342e5d6c175,井冈山,Place,,
IENT-f3865336e18b06152813260c,戴克宇,Person,influenced,IENT-fd674432e349d1d1a780b60e,江竹筠,Person,,
IENT-5f367ca744a93f29000806a6,红军,Organization,opposed,IENT-1b53be1b11aaa6c64e6b2f93,田颂尧,Person,,
IENT-4c7271ba0ffc66442ea943da,兰华富,Person,organized,IENT-aca9acc84a98bd1b80569436,组建游击武装,Event,,1948-01-01
IENT-41cd38f648662b935a940fc3,张致中,Person,guided,IENT-6dc58572941486078afef3b1,刘健,Person,,
IENT-39e77809a6b409de52dae23d,彭宥,Person,active_at,IENT-55dba2c38167381e307f239a,永胜县,Place,,
IENT-b1f53aa731095cce1f3a9a66,中国人民解放军五兵团十七军,Organization,participated_in,IENT-7bbd2bd7ca08db9fb22db0ba,渡江战役,Event,,1949-04-21
IENT-73b2e4438dad65c35baffc88,李明扬,Person,participated_in,IENT-5ada45c4b2dd8882b33f154f,苏北统战工作,Event,,
ITOPIC-f2edc2ffc9a60859aabe406e,佩剑将军,Person,mentioned_in,ITOPIC-d6510a2d0784a14a99dd3696,荆门党史资料汇编 第1集_11449310,Document,,
IENT-e1c92ef8e90b067e6ce3cd08,红二军团,Organization,active_at,IENT-43b5cce5ce5d3cd9caab6712,石鼓镇,Place,,
IENT-c3e1e5af35e9755a624d60a2,徐时中,Person,held_position_in,IENT-294002c02ba117d036b3bde7,中共华容县委,Organization,,
IENT-90c2edddb76dfafbdd3d611f,县委工作组,Organization,organized,IENT-54000659baff84436dc5cfe2,五里桥农民协会,Organization,,
IENT-efb064843938b411f9a44c58,郭影秋,Person,active_at,IENT-cd3889a4860c5aad94ae9ee8,沛县,Place,,
IENT-2beffa3bfde10072f9c8a89b,李鸿道,Person,member_of,IENT-d724e1d9838b79db88bec9ce,八路军,Organization,,
IENT-7388d80e8a3550e619026361,谢觉哉,Person,active_at,IENT-e0592f6e8c049771bc801878,中央苏区,Place,,1933-05-01
IENT-a2f2d50d79a80d51428e02b5,濮文昶,Person,held_position_in,IENT-e0cc1afb8b7c7599d65c9c99,铜梁县行动委员会,Organization,,
IENT-6e2a42fffe9b7b3497cfdda4,杜介厘,Person,held_position_in,IENT-74e8f99c938de7169500ba5f,荔波县人民政府及游击队干部名单,Organization,,
IENT-b1e30940086a9afabb9bb1f5,曾天宇,Person,led,IENT-657752bb480d28cf4448bbc9,万安县行动委员会,Organization,,
IENT-3f6c5695dd1a1231b00e5854,滇南工委,Organization,organized,IENT-a3983a77437506c8d00a4a2e,云南人民自卫军第三支队,Organization,,
ITOPIC-1cd71226cb2eddb5da8170d4,“一不怕苦、二不怕死”精神,Spirit,has_value_facet,ITOPIC-732bb7493547b2e36543ac54,革命英雄主义,ValueFacet,,
IENT-31ccc9ae3e31418da28d7d76,邹懋学,Person,visited,IENT-37f893ea64d485d4d4d4903b,统景乡公所,Place,,
IENT-1b72bd5726e7e21e2180bef2,吴永康,Person,participated_in,IENT-f4c039b770e39a3ab20d39c9,学生运动,Event,,
ITOPIC-b86f19415b595f8ff2ed03d0,西路军精神,Spirit,has_value_facet,ITOPIC-affc739b0434a33cd88b9889,艰苦奋斗,ValueFacet,,
IENT-e1664eaa919f066e8bf8d5d6,黔东独立师,Organization,fought_at,IENT-0b03c6c2f66575761b5e2cb4,护国寺,Place,,
IENT-feeb3a89ee61bd3c402f3f0f,红军川滇黔边区游击纵队,Organization,active_at,IENT-5c1f2852101b343f054f127b,川滇黔边区,Place,,
IENT-27b0b75e60c18502869fc752,中国人民解放军滇桂黔边纵队第三支队,Organization,active_at,IENT-b1443c39deaffac389699368,曲靖地区,Place,,
IENT-f9e7eedd0a4946c930f8e60a,吴子哲,Person,held_position_in,IENT-96efd96f703167910bceab85,笋溪中学,Institution,四川省,
IENT-0ed4630deaa7b8ceec4277d4,陆伯庚,Person,active_at,IENT-6070488ebbb140952985aeef,丰都蒲家场,Place,,
IENT-089fb039bc5f78cd6ba67ba2,朱积垒,Person,active_at,IENT-184601d550ffc9165bd64401,长乐乡,Place,,
IENT-d784b0d35f27c3c9a369286c,功伟同志,Person,active_at,IENT-da99d155088854b85d326510,湘鄂西白区,Place,,
IENT-8664b5335655064c37c71180,古大存,Person,participated_in,IENT-2f7a6a2918b7071850218df2,横陂战斗,Event,,
IENT-04178693d8658bde3811a62f,金方勋,Person,influenced,IENT-79d2f34d45189989a2400bc4,达县雷音铺,Place,,
IENT-72e32df045f92a97708ea5c0,中共中央,Organization,led,IENT-774f6aed14964dcbbbd5b5b1,长江办事处,Organization,,
IENT-9ee5c2a7ccb6214bea16b3ba,古柏,Person,participated_in,IENT-bed6ec7373559b8eed105b30,寻邬暴动,Event,江西省,
IENT-0853bdf00220e3ad5a57dff3,林增伟,Person,active_at,IENT-cba0ce147ecbb8b2b41daf8a,通心桥,Place,,
IENT-ad08ae323b45c47c012106c3,红二十六军长征过云南,Event,occurred_at,IENTREPAIR-039a90901f49dfa119608d72,云南,AdministrativeRegion,,
IENT-d0927292f1670f4e4f8e4068,陶昌宣,Person,held_position_in,IENT-d1f4fe259987021c5e3660cd,江北特支,Organization,,
IENT-ee9d9ca48e3fa05b10f6e6cc,林坚,Person,participated_in,IENT-0720664bee3faf5cad6f2af8,云南人民讨蒋自救军第十大队,Event,云南省,
IENT-0e711cae27d13af8d32a3b94,贺炳炎,Person,born_at,IENT-ba17d9975a48eb0205ce47b4,湖北省松滋县刘家场黑冲子口,Place,,
IENT-c19e9412776330e3e3b0c2dd,自卫军,Organization,created,IENT-235944e6366262fac66923a7,第三支队,Organization,,
IENT-f2570e14b4faa0c993fa2966,苏维埃中央政府,Organization,created,IENT-6e0ae9fdd37fa306ccf68fa2,苏维埃大学,Institution,,
IENT-73696a63c643f41f5af30616,长海地下党,Organization,organized,IENT-4acf6378d150662b26ff99cf,特支委员会,Organization,,1940-01-01
IENT-da024dda78b19ce9b6917f13,夏曦,Person,contacted,IENT-2b8aa68a4381979c62a0eb88,贵州抗日救国军第一支队,Organization,,
IENT-8156399dc1ed422514a21ea9,曹传玉,Person,active_at,IENT-67479ae0fd835d7102329781,铜山县,Place,,
IENT-b25b0932a5b58a55be6a5ae9,余卫民,Person,commanded,IENT-0e7216d0dfd85464d400c277,云南人民自卫军第一支队,Organization,,
IENT-1a3e0e9a5ca8e01c6634f20b,范琴芳母女,Person,participated_in,IENT-908a6f4e27bc682b3adbdcda,长征,Event,,
IENT-663516d1b16f2f27a27afb72,沛县党组织,Organization,active_at,IENTREPAIR-0d7d531d5925d828e66a532f,徐州,AdministrativeRegion,,
IENT-75ed7d895489a8b5df764407,李曜九,Person,died_at,IENT-69cee7f7892a457f4efb0fc4,邱北县双龙营,Place,,
IENT-3ed8f005d8f4db212ad6d3c0,徐林安,Person,guided,IENT-c91cd660bd5b20ef18c1d349,盛辅卿,Person,,
IENT-b28da532831c6179512300a0,周浑元,Person,stationed_at,IENT-92c479ba5dc309614ed9b631,鲁班场,Place,,
IENT-a88faccf4a06be7e4a9e77a3,女同志,Person,active_at,IENT-b2053bcb33e1202e5b48df47,麻地,Place,,
IENT-d5b14edbaf418fad30881d45,中共合川县工委,Organization,led,IENT-abc5b577575d77104d430c75,抗日救亡运动,Event,贵州省,1937-07-07
IENT-f59a6c8f7bf172ac506c9cb4,李超时,Person,led,IENT-09e99568f5205549e4527e76,红十四军,Organization,江苏省,1927-08-01
IENT-c2809a5d7bf71a691b8337b9,独立四团,Organization,liberated,IENT-0c13b5f0df20bbdca4d7216f,华容县城,Place,,
IENT-68f2cb1150246b91414b0ef0,九·九整肃,Event,occurred_at,IENTREPAIR-326bb55a0bc4a353fded9b58,昆明,AdministrativeRegion,,
ITOPIC-b26ec880c18b7a3861b22ab0,抗战精神(淞沪抗战精神),Spirit,has_value_facet,ITOPIC-81158583ed0ea6fe7c48c332,血战到底,ValueFacet,,
IENT-2e10daba4c0a94d9398617c5,王天伦,Person,died_at,IENT-f989f870b9cff5e787518023,水磨河,Place,,
IENT-71ea951b44df9faa30c4aea4,宁家友,Person,held_position_in,IENT-b98c9a6acaf0a81322231c92,凤阳第二届县委,Organization,,
IENT-b248f0ff470124a661edab74,高怀,Person,member_of,IENT-75b8b2e9d22423f8815ff415,中国人民解放军滇桂黔边纵队第六支队五二团,Organization,,
IENT-9ee5c2a7ccb6214bea16b3ba,古柏,Person,participated_in,IENT-8918e3e7257f89bc17110afd,大田战斗,Event,,
IENT-044033bc5fd21753e11357a1,钱东平,Person,guided,IENT-883e03a999b53ff0088807b9,陆子英,Person,,
IENT-8745b05e68f44fa7c7f217f5,彭咏梧,Person,fought_at,IENT-21006bbeeb5efce11a0aefa5,巫溪,Place,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,active_at,IENT-e0592f6e8c049771bc801878,中央苏区,Place,,
IENT-155059b71696ad840a886013,七里沟阻击战,Event,occurred_at,IENT-fd0d270e9f8337e0f991c48d,七里沟,Place,,
IENT-c33ac1b5b5796cca134a2364,齐亮,Person,held_position_in,IENT-ed1679bde2234bdbfe44d71b,北区工委,Organization,,
IENT-dc9e31170f4499fbd87f23e5,中华苏维埃共和国临时中央政府,Organization,organized,IENT-925aeeb221e8bd4d906331d4,粮食合作社,Event,,
IENT-4bb88dff359194ef2e7bed5a,湘鄂赣省委,Organization,member_of,IENT-331a52c90f1a5b6ef6843cc3,省苏维埃政府,Organization,,
IENT-5a14a3ce2f0a4f484b345d2a,谭安猷,Person,collaborated_with,IENT-5f8bcf615ddb67ccc9904943,刘东安,Person,,
IENT-c7610289804f5544b02707de,余海清,Person,responsible_for,IENT-33665385ebdfc3f7474dd87b,凉山,Place,,
IENT-c68816356932f76bf7ca2efa,沙文汉,Person,contacted,IENT-e54105c225abc29d0453babd,汪孝达,Person,,
IENT-7f9f1ab1c6b8ebb70e34b103,石志昂,Person,member_of,IENT-4fe4bbd4719ed9936bcc47f3,中国共产党,Organization,,
IENT-65f68ef4d6d19a552e528fbe,萧云鹄,Person,active_at,IENT-3595d9f6e81dfc4ddbd01e83,沔阳,Place,,
IENT-395db58f1315e29088ee7d2e,杨文新,Person,supported,IENT-897d86642719965903aaf4da,广播宣传,Event,,
IENT-36ab66f9813005d3e1cc420e,罗世文,Person,organized,IENT-bb029ff23003f541bacaea16,非基督教同盟会,Organization,,
ITOPIC-019021827ed4b40eede59078,淮海战役精神,Spirit,has_value_facet,ITOPIC-c71e097f10abd917dc0d26ef,依靠人民,ValueFacet,,
IENT-deb9a8a44a425b6bd968b2ca,第九军团,Organization,dispatched,IENT-e378ece6b421e362e43fa82b,石坎子,Place,,
IENT-7e91d29f8586225847edbbb7,陈泽民,Person,participated_in,IENT-de5cce8f082b3804431214fc,解放丹寨,Event,,1945-08-16
IENT-6cd913ced7625b10d3a26c02,余贵民,Person,worked_at,IENT-228c84ad71a6e0435646f2bc,平江启明女子学校,Institution,,
IENT-8327d3a1577b179696fe5125,毛泽东,Person,led,IENT-bef4e11cd05f0d0c25512371,秋收起义,Event,湖南省,1927-09-01
IENT-987583e92b5c3125b3d34962,卢生生,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,,
IENT-3889bbaf80086d85a3d871e0,政务院财经委员会,Organization,organized,IENT-f908b7d291ad841f860d60ba,全国财政会议,Event,,
IENT-5ed0d4be4d49724f5b2b263d,张世珍,Person,active_at,IENT-54c298e349248317d1c20581,紫云县,Place,,
IENT-2c64c38ac66f68538b01eda6,杨闇公,Person,led,IENT-b4034345800540f0de62ab7c,中国共产党四川地方委员会,Organization,,
IENT-5f367ca744a93f29000806a6,红军,Organization,traveled_to,IENT-5ccf1e7e62714615b886434e,若尔盖大草原,Place,,
IENT-644b351d74968ec9907aa9da,席大明,Person,led,IENT-2b8aa68a4381979c62a0eb88,贵州抗日救国军第一支队,Organization,,
ITOPIC-da6f2ff28b09dd4ba0807df8,邓恩铭精神,Spirit,has_value_facet,ITOPIC-1f0f4dc295bbf2b1c83893b9,勇于探索,ValueFacet,,
IENT-0a8e9a1da500d05d8095647f,六安(六霍)县委员会,Organization,active_at,IENT-6afb5a702ce682774be12b02,六安县南岳庙,Place,,
IENT-fd674432e349d1d1a780b60e,江竹筠,Person,worked_at,IENT-30b6eac07b5c8d611644df4f,曾家岩,Place,,
IENT-d0ef88e20a3bcb1e3ca091a3,中国人民解放军二野五兵团十七军五十师,Organization,liberated,IENT-8c84ac6aa06ece6e2b4c1673,都匀县,Place,,
IENT-9317a8653b32912f12049b19,郑学莲,Person,active_at,IENT-d334eb60f69b94221f7ef943,郧县刘洞区周庄乡/观沟村,Place,,
IENT-ccccc4889c0a1d406e05e1eb,黎平会议学术讨论会,Event,occurred_at,IENTREPAIR-3de3ec9e6c16764994bbbaa0,黎平,AdministrativeRegion,,
IENT-7aa66c3787a0ece2e94781d9,廖中堂,Person,participated_in,IENT-fdcfcbeefda7db15f353e587,红岩整编,Event,,
IENT-d229c4819270fba2b7e59201,朱德,Person,guided,IENT-ebe25beeccb8b7424f7e8078,六军团,Organization,,
IENT-c49213569a8a8440b765c558,汪泽楷,Person,participated_in,IENT-6858cac1d145058f64b93ed5,醴陵工运,Event,,
IENT-c7dec4060b3abdefab1af9fa,胡昌明,Person,worked_at,IENT-02c71412f249311d79eba8bd,武汉第一纱厂,Place,,
IENT-02534c697593225a59076bea,秦天真,Person,led,IENT-04123aa2bc66933d4826a17a,安顺地下党,Organization,贵州省,
IENT-4fdf1a02f0e26f872e3e5477,李长青,Person,active_at,IENT-5f662b521e627973e983484e,凯里街,Place,,
IENT-4fcc678059e8d856b044fd01,吕一平,Person,held_position_in,IENT-efe5877b6ac8b25b2f39c4d8,市总工会筹委会,Organization,,
IENT-54662b5fe5c21dc1ef3e00da,刘文明,Person,active_at,IENT-93cb2058a08663e6adf30321,会泽县,Place,,
IENT-72ced5f98a10f48436acacc6,陈茂华,Person,active_at,IENT-166dbde94702a6ee401dd666,五峰县,Place,,
IENT-7dd3b5ed94b51d1616a738f3,新四军民运工作队,Organization,created,IENT-6053355dfd496621f5166438,抗敌协会组织,Organization,,
IENT-87b3f07d7bb075f8df9f3a9c,杨署中,Person,member_of,IENT-0890dde0f1d59c453b10d795,铜梁县委员会,Organization,,
IENT-4706af3c144c75b20ed05f21,夏爵一,Person,active_at,IENT-76495ccbb05a02dfb2799d4f,东溪,Place,,
IENT-d91c165b54918af269659df7,中共睢宁县县委,Organization,member_of,IENT-c3f1ff1304a508904069b6b4,京渠党支部,Organization,,
IENT-a14d2038586db1f205125ab8,刘伯承,Person,participated_in,IENT-8ac1b5eb32bc87f2247fe603,顺(庆)泸(州)起义,Event,,
IENT-4eea9f54d3eb6e617e9c472d,蒋希清,Person,supported,IENT-8846a896538781adb8de0eb1,汪子彬,Person,,
IENT-d48927fdecccf9fbe56ce4dc,陈书同,Person,contacted,IENT-f9003951b227feb1713b1f70,董必武,Person,,
IENT-64f0fc6befc66007d304dd94,康善贤,Person,active_at,IENT-cc95bfe9942b685165593fd5,蚌埠,Place,,
IENT-2cd15a2b7876e6e40c5f3286,革命势力,Person,opposed,IENT-db05e9ee79af629d43460303,反革命,Person,,
IENT-05f16fe38a53ac50f4ef9013,何炳海,Person,active_at,IENT-da430b98967411a1c7c0eafc,沅江县,Place,,
IENT-d6afced5ed00ebf8fb16f5a3,宁国学,Person,member_of,IENT-2232d390f6bfe8b167851731,黔东特区革命委员会,Organization,,
IENT-e63c62a2eb60f4b7d057e131,张鉴良,Person,supported,IENT-1c5be448a55f8152c17da8d3,张祚纪,Person,,
IENT-acd4ae085940b1ce8a802ecf,肖平安,Person,participated_in,IENT-6eff988e651a3d43bf0044c3,龙潭起义,Event,,
IENT-7d5c5a66bb0046a841ad6c04,李浩然,Person,led,IENT-0d78fc4681c19c085aa9acff,中共云南临时工委,Organization,云南省,
IENT-0c5a9abecde15fc17d07ce33,张难先,Person,supported,IENT-d9321a7192e5c611552b9b89,廖蔚成,Person,,
IENT-4e8b6baf30a272df2084c1ec,南昌二中,Place,located_in,IENT-2444d2e1529d127f6715a220,南昌市,Place,,
IENT-4fe4bbd4719ed9936bcc47f3,中国共产党,Organization,led,IENT-b5a1bb6072e162e3490592a4,土地革命,Event,,
IENT-94780b6bb9ac23ba23f35720,吴通明,Person,rescued,IENT-4a591767de361da5e7c48a20,郭延田,Person,,
IENT-99b288c4500f9d79a5b403ec,陈风梧,Person,led,IENT-38ff2e60a5dc195a562f14eb,万年县委会,Organization,,1945-08-16
IENT-ac1bc82a40434c17130ed4ba,唐清,Person,led,IENT-5b389ed7319a4cfeb9af3377,中共五村支部,Organization,,1929-03-01
IENT-30f1be6ae47155ca1335cb9e,农民暴动,Event,occurred_at,IENT-74565da10537d578bb6adf0f,海陆丰,Place,,
ITOPIC-784294d3cda4a5062644db32,徽骆驼精神(徽商精神),Spirit,has_value_facet,ITOPIC-dc27fb3d121a2b8110f67a43,敢为人先,ValueFacet,,
IENT-c5e2a37cbe7e436b747db399,郭沫若,Person,led,IENT-2e08cf37e052e5c6b0334638,战地文化服务总队,Organization,,
IENT-3b75a442ad1f07be0cdf67e1,林大寿,Person,active_at,IENT-95a1538cd2f6f2520fc8ae65,四川邻水县复兴乡,Place,,
IENT-b6855267048ebb7d298185d0,俞百巍,Person,led,IENT-5dbc461fb81200bc980833c2,赣东工委,Organization,,
IENT-ee7486af1745067ad803a53e,陶俊生,Person,held_position_in,IENT-630039a03583cd10f1bb1164,静观党支部,Organization,,
IENT-49c46df3a8faf1155ae589e5,胡毓秀,Person,participated_in,IENT-6d8f289e9708d99f48395dac,南昌起义,Event,,
IENT-a084f8339b57192e4026834f,何克钦,Person,supported,IENT-7256313fdc20831538295dbc,潼南纵队,Organization,重庆市,1945-08-16
IENT-8a7154f46a405afca0b990e7,周子安,Person,led,IENT-673ce0bf911cb757c261441f,云南省立曲靖中学抗日救亡工作团,Institution,,
IENT-5cbb3026a578f8715601a001,耿介,Person,contacted,IENT-8f7930e96964531471a097e1,沾益播中特支,Person,,
IENT-a4ccfaad45f4e965116734b6,刘之光,Person,active_at,IENT-67425207100edaf12a08d9f0,黔阳托口镇,Place,,
